Coad_ID,cenRA,cenDec
1061p439,106.12641,43.918889
1062m182,106.255777,-18.173333
1062m288,106.285928,-28.774444
1062p181,106.255777,18.173333
1062p287,106.285928,28.774444
1063m046,106.329039,-4.543333
1063m061,106.329508,-6.057778
1063m364,106.320857,-36.346667
1063p045,106.329039,4.543333
1063p060,106.329508,6.057778
1063p363,106.320857,36.346667
1064m152,106.434623,-15.144444
1064m273,106.479279,-27.26
1064m394,106.452116,-39.375556
1064p151,106.434623,15.144444
1064p272,106.479279,27.26
1064p393,106.452116,39.375556
1065m213,106.54746,-21.202222
1065m455,106.508833,-45.433333
1065m591,106.560152,-59.063333
1065p212,106.54746,21.202222
1065p454,106.508833,45.433333
1065p590,106.560152,59.063333
1066m122,106.609431,-12.115556
1066m258,106.667238,-25.745556
1066m561,106.665289,-56.034444
1066p121,106.609431,12.115556
1066p257,106.667238,25.745556
1066p560,106.665289,56.034444
1067m076,106.779657,-7.572222
1067p075,106.779657,7.572222
1068m409,106.813683,-40.89
1068m500,106.83819,-49.976667
1068m682,106.810311,-68.15
1068p408,106.813683,40.89
1068p499,106.83819,49.976667
1068p681,106.810311,68.15
1069m167,106.900031,-16.658889
1069m470,106.910002,-46.947778
1069p166,106.900031,16.658889
1069p469,106.910002,46.947778
1070m137,107.069328,-13.63
1070m727,107.030042,-72.693333
1070m818,107.024077,-81.78
1070p136,107.069328,13.63
1070p726,107.030042,72.693333
1070p817,107.024077,81.78
1071m425,107.191722,-42.404444
1071p424,107.191722,42.404444
1072m091,107.23395,-9.086667
1072m197,107.200211,-19.687778
1072m515,107.285939,-51.491111
1072m546,107.235333,-54.52
1072p090,107.23395,9.086667
1072p196,107.200211,19.687778
1072p514,107.285939,51.491111
1072p545,107.235333,54.52
1073m016,107.395362,-1.514444
1073m031,107.39543,-3.028889
1073m243,107.339435,-24.231111
1073m621,107.368306,-62.092222
1073p000,107.395364,0.0
1073p015,107.395362,1.514444
1073p030,107.39543,3.028889
1073p242,107.339435,24.231111
1073p620,107.368306,62.092222
1075m228,107.511862,-22.716667
1075p227,107.511862,22.716667
1076m107,107.692205,-10.601111
1076m319,107.647587,-31.803333
1076m667,107.628203,-66.635556
1076p106,107.692205,10.601111
1076p318,107.647587,31.803333
1076p666,107.628203,66.635556
1078m046,107.848025,-4.543333
1078m061,107.848501,-6.057778
1078m182,107.841684,-18.173333
1078m303,107.826353,-30.288889
1078m349,107.817377,-34.832222
1078p045,107.848025,4.543333
1078p060,107.848501,6.057778
1078p181,107.841684,18.173333
1078p302,107.826353,30.288889
1078p348,107.817377,34.832222
1079m152,107.999838,-15.144444
1079m334,107.999561,-33.317778
1079m485,107.999992,-48.462222
1079m576,107.99951,-57.548889
1079p151,107.999838,15.144444
1079p333,107.999561,33.317778
1079p484,107.999992,48.462222
1079p575,107.99951,57.548889
1080m288,108.000217,-28.774444
1080m379,108.000682,-37.861111
1080m606,108.001813,-60.577778
1080m712,108.003114,-71.178889
1080m788,108.010676,-78.751111
1080p287,108.000217,28.774444
1080p378,108.000682,37.861111
1080p605,108.001813,60.577778
1080p711,108.003114,71.178889
1080p787,108.010676,78.751111
1081m122,108.154495,-12.115556
1081m213,108.161815,-21.202222
1081m273,108.169426,-27.26
1081m364,108.186135,-36.346667
1081p121,108.154495,12.115556
1081p212,108.161815,21.202222
1081p272,108.169426,27.26
1081p363,108.186135,36.346667
1082m440,108.20732,-43.918889
1082p439,108.20732,43.918889
1083m076,108.305081,-7.572222
1083m258,108.333914,-25.745556
1083m394,108.387609,-39.375556
1083m652,108.350085,-65.121111
1083p075,108.305081,7.572222
1083p257,108.333914,25.745556
1083p393,108.387609,39.375556
1083p651,108.350085,65.121111
1084m167,108.47209,-16.658889
1084m531,108.49435,-53.005556
1084p166,108.47209,16.658889
1084p530,108.49435,53.005556
1086m137,108.621057,-13.63
1086m455,108.639009,-45.433333
1086p136,108.621057,13.63
1086p454,108.639009,45.433333
1087m091,108.765864,-9.086667
1087m409,108.791714,-40.89
1087p090,108.765864,9.086667
1087p408,108.791714,40.89
1088m197,108.800214,-19.687778
1088m697,108.840572,-69.664444
1088m803,108.828534,-80.265556
1088p196,108.800214,19.687778
1088p696,108.840572,69.664444
1088p802,108.828534,80.265556
1089m016,108.907973,-1.514444
1089m031,108.908042,-3.028889
1089m243,108.990811,-24.231111
1089m637,108.993075,-63.606667
1089p000,108.907975,0.0
1089p015,108.907973,1.514444
1089p030,108.908042,3.028889
1089p242,108.990811,24.231111
1089p636,108.993075,63.606667
1090m470,109.091838,-46.947778
1090p469,109.091838,46.947778
1091m228,109.14083,-22.716667
1091m500,109.160759,-49.976667
1091p227,109.14083,22.716667
1091p499,109.160759,49.976667
1092m107,109.230665,-10.601111
1092m425,109.214207,-42.404444
1092m773,109.293296,-77.236667
1092p106,109.230665,10.601111
1092p424,109.214207,42.404444
1092p772,109.293296,77.236667
1093m046,109.367012,-4.543333
1093m061,109.367494,-6.057778
1093m561,109.331921,-56.034444
1093p045,109.367012,4.543333
1093p060,109.367494,6.057778
1093p560,109.331921,56.034444
1094m182,109.427591,-18.173333
1094m319,109.412302,-31.803333
1094m591,109.440156,-59.063333
1094p181,109.427591,18.173333
1094p318,109.412302,31.803333
1094p590,109.440156,59.063333
1095m152,109.565053,-15.144444
1095m303,109.565488,-30.288889
1095p151,109.565053,15.144444
1095p302,109.565488,30.288889
1096m122,109.699559,-12.115556
1096m349,109.64479,-34.832222
1096m515,109.670071,-51.491111
1096p121,109.699559,12.115556
1096p348,109.64479,34.832222
1096p514,109.670071,51.491111
1097m213,109.776171,-21.202222
1097m288,109.714506,-28.774444
1097m334,109.799554,-33.317778
1097m546,109.788556,-54.52
1097p212,109.776171,21.202222
1097p287,109.714506,28.774444
1097p333,109.799554,33.317778
1097p545,109.788556,54.52
1098m076,109.830505,-7.572222
1098m273,109.859574,-27.26
1098m379,109.895431,-37.861111
1098p075,109.830505,7.572222
1098p272,109.859574,27.26
1098p378,109.895431,37.861111
1100m167,110.044149,-16.658889
1100m258,110.000589,-25.745556
1100m364,110.051413,-36.346667
1100p166,110.044149,16.658889
1100p257,110.000589,25.745556
1100p363,110.051413,36.346667
1101m137,110.172787,-13.63
1101p136,110.172787,13.63
1102m091,110.297777,-9.086667
1102m440,110.28823,-43.918889
1102m485,110.249992,-48.462222
1102p090,110.297777,9.086667
1102p439,110.28823,43.918889
1102p484,110.249992,48.462222
1103m394,110.323102,-39.375556
1103m758,110.327704,-75.722222
1103p393,110.323102,39.375556
1103p757,110.327704,75.722222
1104m016,110.420583,-1.514444
1104m031,110.420654,-3.028889
1104m197,110.400217,-19.687778
1104p000,110.420585,0.0
1104p015,110.420583,1.514444
1104p030,110.420654,3.028889
1104p196,110.400217,19.687778
1105m621,110.526198,-62.092222
1105p620,110.526198,62.092222
1106m243,110.642187,-24.231111
1106p242,110.642187,24.231111
1107m107,110.769125,-10.601111
1107m228,110.769798,-22.716667
1107m409,110.769745,-40.89
1107m455,110.769186,-45.433333
1107m576,110.768728,-57.548889
1107m682,110.766249,-68.15
1107p106,110.769125,10.601111
1107p227,110.769798,22.716667
1107p408,110.769745,40.89
1107p454,110.769186,45.433333
1107p575,110.768728,57.548889
1107p681,110.766249,68.15
1108m046,110.885998,-4.543333
1108m061,110.886487,-6.057778
1108p045,110.885998,4.543333
1108p060,110.886487,6.057778
1109m531,110.960131,-53.005556
1109p530,110.960131,53.005556
1110m182,111.013498,-18.173333
1110m606,111.001863,-60.577778
1110p181,111.013498,18.173333
1110p605,111.001863,60.577778
1111m152,111.130268,-15.144444
1111m319,111.177016,-31.803333
1111m743,111.180143,-74.207778
1111p151,111.130268,15.144444
1111p318,111.177016,31.803333
1111p742,111.180143,74.207778
1112m122,111.244623,-12.115556
1112m425,111.236693,-42.404444
1112m470,111.273675,-46.947778
1112p121,111.244623,12.115556
1112p424,111.236693,42.404444
1112p469,111.273675,46.947778
1113m076,111.355928,-7.572222
1113m213,111.390526,-21.202222
1113m303,111.304622,-30.288889
1113m667,111.33952,-66.635556
1113p075,111.355928,7.572222
1113p212,111.390526,21.202222
1113p302,111.304622,30.288889
1113p666,111.33952,66.635556
1114m288,111.428795,-28.774444
1114m349,111.472204,-34.832222
1114m500,111.483329,-49.976667
1114p287,111.428795,28.774444
1114p348,111.472204,34.832222
1114p499,111.483329,49.976667
1115m273,111.549721,-27.26
1115m334,111.599546,-33.317778
1115p272,111.549721,27.26
1115p333,111.599546,33.317778
1116m167,111.616209,-16.658889
1116m258,111.667265,-25.745556
1116p166,111.616209,16.658889
1116p257,111.667265,25.745556
1117m137,111.724516,-13.63
1117m379,111.79018,-37.861111
1117p136,111.724516,13.63
1117p378,111.79018,37.861111
1118m091,111.829691,-9.086667
1118m652,111.845249,-65.121111
1118m727,111.895044,-72.693333
1118p090,111.829691,9.086667
1118p651,111.845249,65.121111
1118p726,111.895044,72.693333
1119m016,111.933194,-1.514444
1119m031,111.933265,-3.028889
1119m364,111.916691,-36.346667
1119m561,111.998554,-56.034444
1119p000,111.933196,0.0
1119p015,111.933194,1.514444
1119p030,111.933265,3.028889
1119p363,111.916691,36.346667
1119p560,111.998554,56.034444
1120m197,112.00022,-19.687778
1120m515,112.054203,-51.491111
1120p196,112.00022,19.687778
1120p514,112.054203,51.491111
1122m243,112.293563,-24.231111
1122m394,112.258595,-39.375556
1122m637,112.295896,-63.606667
1122p242,112.293563,24.231111
1122p393,112.258595,39.375556
1122p636,112.295896,63.606667
1123m107,112.307585,-10.601111
1123m228,112.398765,-22.716667
1123m440,112.36914,-43.918889
1123m546,112.341778,-54.52
1123m591,112.32016,-59.063333
1123p106,112.307585,10.601111
1123p227,112.398765,22.716667
1123p439,112.36914,43.918889
1123p545,112.341778,54.52
1123p590,112.32016,59.063333
1124m046,112.404984,-4.543333
1124m061,112.40548,-6.057778
1124m485,112.499992,-48.462222
1124p045,112.404984,4.543333
1124p060,112.40548,6.057778
1124p484,112.499992,48.462222
1125m182,112.599405,-18.173333
1125m712,112.503244,-71.178889
1125p181,112.599405,18.173333
1125p711,112.503244,71.178889
1126m152,112.695483,-15.144444
1126p151,112.695483,15.144444
1127m122,112.789688,-12.115556
1127m409,112.747776,-40.89
1127p121,112.789688,12.115556
1127p408,112.747776,40.89
1128m076,112.881352,-7.572222
1128m455,112.899363,-45.433333
1128p075,112.881352,7.572222
1128p454,112.899363,45.433333
1129m319,112.941731,-31.803333
1129p318,112.941731,31.803333
1130m213,113.004882,-21.202222
1130m303,113.043757,-30.288889
1130m697,113.026748,-69.664444
1130p212,113.004882,21.202222
1130p302,113.043757,30.288889
1130p696,113.026748,69.664444
1131m167,113.188268,-16.658889
1131m288,113.143084,-28.774444
1131p166,113.188268,16.658889
1131p287,113.143084,28.774444
1132m137,113.276245,-13.63
1132m273,113.239868,-27.26
1132m349,113.299617,-34.832222
1132m425,113.259178,-42.404444
1132p136,113.276245,13.63
1132p272,113.239868,27.26
1132p348,113.299617,34.832222
1132p424,113.259178,42.404444
1133m091,113.361604,-9.086667
1133m258,113.333941,-25.745556
1133m334,113.399539,-33.317778
1133p090,113.361604,9.086667
1133p257,113.333941,25.745556
1133p333,113.399539,33.317778
1134m016,113.445805,-1.514444
1134m031,113.445877,-3.028889
1134m470,113.455512,-46.947778
1134m531,113.425911,-53.005556
1134p000,113.445807,0.0
1134p015,113.445805,1.514444
1134p030,113.445877,3.028889
1134p469,113.455512,46.947778
1134p530,113.425911,53.005556
1135m576,113.537947,-57.548889
1135p575,113.537947,57.548889
1136m197,113.600224,-19.687778
1136m379,113.684928,-37.861111
1136m621,113.684089,-62.092222
1136p196,113.600224,19.687778
1136p378,113.684928,37.861111
1136p620,113.684089,62.092222
1137m364,113.78197,-36.346667
1137p363,113.78197,36.346667
1138m107,113.846045,-10.601111
1138m500,113.805898,-49.976667
1138p106,113.846045,10.601111
1138p499,113.805898,49.976667
1139m046,113.92397,-4.543333
1139m061,113.924473,-6.057778
1139m243,113.944939,-24.231111
1139p045,113.92397,4.543333
1139p060,113.924473,6.057778
1139p242,113.944939,24.231111
1140m228,114.027733,-22.716667
1140m606,114.001913,-60.577778
1140p227,114.027733,22.716667
1140p605,114.001913,60.577778
1141m182,114.185312,-18.173333
1141m394,114.194088,-39.375556
1141p181,114.185312,18.173333
1141p393,114.194088,39.375556
1142m152,114.260699,-15.144444
1142p151,114.260699,15.144444
1143m122,114.334752,-12.115556
1143p121,114.334752,12.115556
1144m076,114.406776,-7.572222
1144m440,114.45005,-43.918889
1144m515,114.438335,-51.491111
1144p075,114.406776,7.572222
1144p439,114.45005,43.918889
1144p514,114.438335,51.491111
1146m213,114.619237,-21.202222
1146m561,114.665186,-56.034444
1146p212,114.619237,21.202222
1146p560,114.665186,56.034444
1147m167,114.760327,-16.658889
1147m303,114.782892,-30.288889
1147m319,114.706445,-31.803333
1147m409,114.725807,-40.89
1147m485,114.749991,-48.462222
1147m682,114.722186,-68.15
1147p166,114.760327,16.658889
1147p302,114.782892,30.288889
1147p318,114.706445,31.803333
1147p408,114.725807,40.89
1147p484,114.749991,48.462222
1147p681,114.722186,68.15
1148m091,114.893518,-9.086667
1148m137,114.827975,-13.63
1148m288,114.857373,-28.774444
1148m546,114.895,-54.52
1148p090,114.893518,9.086667
1148p136,114.827975,13.63
1148p287,114.857373,28.774444
1148p545,114.895,54.52
1149m016,114.958415,-1.514444
1149m031,114.958489,-3.028889
1149m273,114.930016,-27.26
1149p000,114.958418,0.0
1149p015,114.958415,1.514444
1149p030,114.958489,3.028889
1149p272,114.930016,27.26
1150m258,115.000616,-25.745556
1150m455,115.029539,-45.433333
1150m667,115.050838,-66.635556
1150p257,115.000616,25.745556
1150p454,115.029539,45.433333
1150p666,115.050838,66.635556
1151m334,115.199532,-33.317778
1151m349,115.12703,-34.832222
1151p333,115.199532,33.317778
1151p348,115.12703,34.832222
1152m197,115.200227,-19.687778
1152m425,115.281663,-42.404444
1152m591,115.200164,-59.063333
1152m788,115.211388,-78.751111
1152m849,115.235026,-84.808889
1152p196,115.200227,19.687778
1152p424,115.281663,42.404444
1152p590,115.200164,59.063333
1152p787,115.211388,78.751111
1152p848,115.235026,84.808889
1153m107,115.384505,-10.601111
1153m652,115.340413,-65.121111
1153p106,115.384505,10.601111
1153p651,115.340413,65.121111
1154m046,115.442957,-4.543333
1154m061,115.443466,-6.057778
1154p045,115.442957,4.543333
1154p060,115.443466,6.057778
1155m243,115.596315,-24.231111
1155m379,115.579677,-37.861111
1155m637,115.598716,-63.606667
1155p242,115.596315,24.231111
1155p378,115.579677,37.861111
1155p636,115.598716,63.606667
1156m228,115.656701,-22.716667
1156m364,115.647248,-36.346667
1156m470,115.637349,-46.947778
1156p227,115.656701,22.716667
1156p363,115.647248,36.346667
1156p469,115.637349,46.947778
1157m182,115.771219,-18.173333
1157m773,115.722314,-77.236667
1157p181,115.771219,18.173333
1157p772,115.722314,77.236667
1158m122,115.879816,-12.115556
1158m152,115.825914,-15.144444
1158m531,115.891692,-53.005556
1158p121,115.879816,12.115556
1158p151,115.825914,15.144444
1158p530,115.891692,53.005556
1159m076,115.932199,-7.572222
1159p075,115.932199,7.572222
1161m394,116.129581,-39.375556
1161m500,116.128467,-49.976667
1161m758,116.134425,-75.722222
1161m833,116.131641,-83.294444
1161p393,116.129581,39.375556
1161p499,116.128467,49.976667
1161p757,116.134425,75.722222
1161p832,116.131641,83.294444
1162m213,116.233593,-21.202222
1162p212,116.233593,21.202222
1163m137,116.379704,-13.63
1163m167,116.332386,-16.658889
1163m576,116.307165,-57.548889
1163p136,116.379704,13.63
1163p166,116.332386,16.658889
1163p575,116.307165,57.548889
1164m016,116.471026,-1.514444
1164m031,116.471101,-3.028889
1164m091,116.425432,-9.086667
1164m319,116.47116,-31.803333
1164m743,116.474436,-74.207778
1164p000,116.471028,0.0
1164p015,116.471026,1.514444
1164p030,116.471101,3.028889
1164p090,116.425432,9.086667
1164p318,116.47116,31.803333
1164p742,116.474436,74.207778
1165m288,116.571663,-28.774444
1165m303,116.522026,-30.288889
1165m440,116.53096,-43.918889
1165p287,116.571663,28.774444
1165p302,116.522026,30.288889
1165p439,116.53096,43.918889
1166m258,116.667292,-25.745556
1166m273,116.620163,-27.26
1166p257,116.667292,25.745556
1166p272,116.620163,27.26
1167m409,116.703838,-40.89
1167m727,116.760046,-72.693333
1167m818,116.753538,-81.78
1167p408,116.703838,40.89
1167p726,116.760046,72.693333
1167p817,116.753538,81.78
1168m197,116.80023,-19.687778
1168m515,116.822467,-51.491111
1168m621,116.84198,-62.092222
1168p196,116.80023,19.687778
1168p514,116.822467,51.491111
1168p620,116.84198,62.092222
1169m046,116.961943,-4.543333
1169m061,116.962459,-6.057778
1169m107,116.922965,-10.601111
1169m334,116.999524,-33.317778
1169m349,116.954443,-34.832222
1169m485,116.999991,-48.462222
1169p045,116.961943,4.543333
1169p060,116.962459,6.057778
1169p106,116.922965,10.601111
1169p333,116.999524,33.317778
1169p348,116.954443,34.832222
1169p484,116.999991,48.462222
1170m606,117.001964,-60.577778
1170m712,117.003374,-71.178889
1170p605,117.001964,60.577778
1170p711,117.003374,71.178889
1171m455,117.159716,-45.433333
1171m803,117.19996,-80.265556
1171p454,117.159716,45.433333
1171p802,117.19996,80.265556
1172m228,117.285668,-22.716667
1172m243,117.247691,-24.231111
1172m697,117.212924,-69.664444
1172p227,117.285668,22.716667
1172p242,117.247691,24.231111
1172p696,117.212924,69.664444
1173m152,117.391129,-15.144444
1173m182,117.357127,-18.173333
1173m425,117.304149,-42.404444
1173m561,117.331818,-56.034444
1173p151,117.391129,15.144444
1173p181,117.357127,18.173333
1173p424,117.304149,42.404444
1173p560,117.331818,56.034444
1174m076,117.457623,-7.572222
1174m122,117.42488,-12.115556
1174m379,117.474426,-37.861111
1174m546,117.448222,-54.52
1174p075,117.457623,7.572222
1174p121,117.42488,12.115556
1174p378,117.474426,37.861111
1174p545,117.448222,54.52
1175m364,117.512526,-36.346667
1175p363,117.512526,36.346667
1178m213,117.847948,-21.202222
1178m470,117.819185,-46.947778
1178p212,117.847948,21.202222
1178p469,117.819185,46.947778
1179m016,117.983637,-1.514444
1179m031,117.983712,-3.028889
1179m091,117.957345,-9.086667
1179m137,117.931434,-13.63
1179m167,117.904446,-16.658889
1179p000,117.983639,0.0
1179p015,117.983637,1.514444
1179p030,117.983712,3.028889
1179p090,117.957345,9.086667
1179p136,117.931434,13.63
1179p166,117.904446,16.658889
1180m394,118.065074,-39.375556
1180m591,118.080168,-59.063333
1180p393,118.065074,39.375556
1180p590,118.080168,59.063333
1182m288,118.285952,-28.774444
1182m303,118.261161,-30.288889
1182m319,118.235874,-31.803333
1182p287,118.285952,28.774444
1182p302,118.261161,30.288889
1182p318,118.235874,31.803333
1183m258,118.333967,-25.745556
1183m273,118.31031,-27.26
1183m531,118.357473,-53.005556
1183p257,118.333967,25.745556
1183p272,118.31031,27.26
1183p530,118.357473,53.005556
1184m046,118.480929,-4.543333
1184m061,118.481451,-6.057778
1184m107,118.461425,-10.601111
1184m197,118.400233,-19.687778
1184m500,118.451037,-49.976667
1184p045,118.480929,4.543333
1184p060,118.481451,6.057778
1184p106,118.461425,10.601111
1184p196,118.400233,19.687778
1184p499,118.451037,49.976667
1186m409,118.68187,-40.89
1186m440,118.61187,-43.918889
1186m682,118.678124,-68.15
1186p408,118.68187,40.89
1186p439,118.61187,43.918889
1186p681,118.678124,68.15
1187m334,118.799517,-33.317778
1187m349,118.781856,-34.832222
1187m667,118.762155,-66.635556
1187p333,118.799517,33.317778
1187p348,118.781856,34.832222
1187p666,118.762155,66.635556
1188m243,118.899067,-24.231111
1188m652,118.835577,-65.121111
1188p242,118.899067,24.231111
1188p651,118.835577,65.121111
1189m076,118.983047,-7.572222
1189m122,118.969945,-12.115556
1189m152,118.956344,-15.144444
1189m182,118.943034,-18.173333
1189m228,118.914636,-22.716667
1189m637,118.901537,-63.606667
1189p075,118.983047,7.572222
1189p121,118.969945,12.115556
1189p151,118.956344,15.144444
1189p181,118.943034,18.173333
1189p227,118.914636,22.716667
1189p636,118.901537,63.606667
1190m576,119.076383,-57.548889
1190p575,119.076383,57.548889
1192m455,119.289893,-45.433333
1192m485,119.249991,-48.462222
1192m515,119.206599,-51.491111
1192p454,119.289893,45.433333
1192p484,119.249991,48.462222
1192p514,119.206599,51.491111
1193m364,119.377804,-36.346667
1193m379,119.369175,-37.861111
1193m425,119.326634,-42.404444
1193p363,119.377804,36.346667
1193p378,119.369175,37.861111
1193p424,119.326634,42.404444
1194m016,119.496248,-1.514444
1194m031,119.496324,-3.028889
1194m091,119.489259,-9.086667
1194m137,119.483163,-13.63
1194m167,119.476505,-16.658889
1194m213,119.462304,-21.202222
1194p000,119.49625,0.0
1194p015,119.496248,1.514444
1194p030,119.496324,3.028889
1194p090,119.489259,9.086667
1194p136,119.483163,13.63
1194p166,119.476505,16.658889
1194p212,119.462304,21.202222
1199m046,119.999916,-4.543333
1199m107,119.999885,-10.601111
1199m561,119.99845,-56.034444
1199m621,119.999872,-62.092222
1199m864,119.918864,-86.323333
1199m879,119.964288,-87.837778
1199p045,119.999916,4.543333
1199p106,119.999885,10.601111
1199p560,119.99845,56.034444
1199p620,119.999872,62.092222
1199p863,119.918864,86.323333
1199p878,119.964288,87.837778
1200m061,120.000444,-6.057778
1200m197,120.000236,-19.687778
1200m258,120.000643,-25.745556
1200m273,120.000457,-27.26
1200m288,120.000241,-28.774444
1200m303,120.000296,-30.288889
1200m319,120.000589,-31.803333
1200m394,120.000567,-39.375556
1200m470,120.001022,-46.947778
1200m546,120.001445,-54.52
1200m606,120.002014,-60.577778
1200p060,120.000444,6.057778
1200p196,120.000236,19.687778
1200p257,120.000643,25.745556
1200p272,120.000457,27.26
1200p287,120.000241,28.774444
1200p302,120.000296,30.288889
1200p318,120.000589,31.803333
1200p393,120.000567,39.375556
1200p469,120.001022,46.947778
1200p545,120.001445,54.52
1200p605,120.002014,60.577778
1201m894,120.184371,-89.352222
1201p893,120.184371,89.352222
1205m076,120.50847,-7.572222
1205m122,120.515009,-12.115556
1205m152,120.521559,-15.144444
1205m182,120.528941,-18.173333
1205m228,120.543603,-22.716667
1205m243,120.550443,-24.231111
1205m334,120.59951,-33.317778
1205p075,120.50847,7.572222
1205p121,120.515009,12.115556
1205p151,120.521559,15.144444
1205p181,120.528941,18.173333
1205p227,120.543603,22.716667
1205p242,120.550443,24.231111
1205p333,120.59951,33.317778
1206m349,120.609269,-34.832222
1206m409,120.659901,-40.89
1206m440,120.69278,-43.918889
1206p348,120.609269,34.832222
1206p408,120.659901,40.89
1206p439,120.69278,43.918889
1207m500,120.773606,-49.976667
1207p499,120.773606,49.976667
1208m531,120.823254,-53.005556
1208p530,120.823254,53.005556
1209m591,120.960172,-59.063333
1209p590,120.960172,59.063333
1210m016,121.008858,-1.514444
1210m031,121.008936,-3.028889
1210m091,121.021172,-9.086667
1210m137,121.034892,-13.63
1210m167,121.048564,-16.658889
1210m213,121.076659,-21.202222
1210p000,121.008861,0.0
1210p015,121.008858,1.514444
1210p030,121.008936,3.028889
1210p090,121.021172,9.086667
1210p136,121.034892,13.63
1210p166,121.048564,16.658889
1210p212,121.076659,21.202222
1212m364,121.243082,-36.346667
1212m379,121.263924,-37.861111
1212p363,121.243082,36.346667
1212p378,121.263924,37.861111
1213m425,121.349119,-42.404444
1213m697,121.3991,-69.664444
1213p424,121.349119,42.404444
1213p696,121.3991,69.664444
1214m455,121.420069,-45.433333
1214m485,121.499991,-48.462222
1214p454,121.420069,45.433333
1214p484,121.499991,48.462222
1215m046,121.518902,-4.543333
1215m061,121.519437,-6.057778
1215m107,121.538345,-10.601111
1215m515,121.590731,-51.491111
1215m712,121.503504,-71.178889
1215p045,121.518902,4.543333
1215p060,121.519437,6.057778
1215p106,121.538345,10.601111
1215p514,121.590731,51.491111
1215p711,121.503504,71.178889
1216m197,121.600239,-19.687778
1216m258,121.667319,-25.745556
1216m273,121.690605,-27.26
1216m727,121.625048,-72.693333
1216p196,121.600239,19.687778
1216p257,121.667319,25.745556
1216p272,121.690605,27.26
1216p726,121.625048,72.693333
1217m288,121.71453,-28.774444
1217m303,121.739431,-30.288889
1217m319,121.765303,-31.803333
1217m743,121.768728,-74.207778
1217p287,121.71453,28.774444
1217p302,121.739431,30.288889
1217p318,121.765303,31.803333
1217p742,121.768728,74.207778
1218m576,121.845601,-57.548889
1218p575,121.845601,57.548889
1219m394,121.93606,-39.375556
1219m758,121.941146,-75.722222
1219p393,121.93606,39.375556
1219p757,121.941146,75.722222
1220m076,122.033894,-7.572222
1220m122,122.060073,-12.115556
1220m152,122.086774,-15.144444
1220p075,122.033894,7.572222
1220p121,122.060073,12.115556
1220p151,122.086774,15.144444
1221m182,122.114848,-18.173333
1221m228,122.172571,-22.716667
1221m470,122.182859,-46.947778
1221m773,122.151331,-77.236667
1221p181,122.114848,18.173333
1221p227,122.172571,22.716667
1221p469,122.182859,46.947778
1221p772,122.151331,77.236667
1222m243,122.201819,-24.231111
1222m637,122.204357,-63.606667
1222p242,122.201819,24.231111
1222p636,122.204357,63.606667
1223m334,122.399502,-33.317778
1223m652,122.330741,-65.121111
1223p333,122.399502,33.317778
1223p651,122.330741,65.121111
1224m349,122.436683,-34.832222
1224m667,122.473473,-66.635556
1224m788,122.412099,-78.751111
1224p348,122.436683,34.832222
1224p666,122.473473,66.635556
1224p787,122.412099,78.751111
1225m016,122.521469,-1.514444
1225m031,122.521547,-3.028889
1225m091,122.553086,-9.086667
1225m137,122.586622,-13.63
1225m546,122.554667,-54.52
1225p000,122.521471,0.0
1225p015,122.521469,1.514444
1225p030,122.521547,3.028889
1225p090,122.553086,9.086667
1225p136,122.586622,13.63
1225p545,122.554667,54.52
1226m167,122.620623,-16.658889
1226m213,122.691015,-21.202222
1226m409,122.637932,-40.89
1226m561,122.665083,-56.034444
1226m682,122.634061,-68.15
1226p166,122.620623,16.658889
1226p212,122.691015,21.202222
1226p408,122.637932,40.89
1226p560,122.665083,56.034444
1226p681,122.634061,68.15
1227m440,122.77369,-43.918889
1227p439,122.77369,43.918889
1230m046,123.037888,-4.543333
1230m061,123.03843,-6.057778
1230m107,123.076806,-10.601111
1230m500,123.096175,-49.976667
1230m606,123.002064,-60.577778
1230p045,123.037888,4.543333
1230p060,123.03843,6.057778
1230p106,123.076806,10.601111
1230p499,123.096175,49.976667
1230p605,123.002064,60.577778
1231m364,123.108361,-36.346667
1231m379,123.158672,-37.861111
1231m621,123.157763,-62.092222
1231p363,123.108361,36.346667
1231p378,123.158672,37.861111
1231p620,123.157763,62.092222
1232m197,123.200242,-19.687778
1232m531,123.289034,-53.005556
1232p196,123.200242,19.687778
1232p530,123.289034,53.005556
1233m258,123.333994,-25.745556
1233m273,123.380752,-27.26
1233m425,123.371605,-42.404444
1233p257,123.333994,25.745556
1233p272,123.380752,27.26
1233p424,123.371605,42.404444
1234m288,123.428819,-28.774444
1234m303,123.478565,-30.288889
1234p287,123.428819,28.774444
1234p302,123.478565,30.288889
1235m076,123.559318,-7.572222
1235m319,123.530018,-31.803333
1235m455,123.550246,-45.433333
1235p075,123.559318,7.572222
1235p318,123.530018,31.803333
1235p454,123.550246,45.433333
1236m122,123.605137,-12.115556
1236m152,123.651989,-15.144444
1236p121,123.605137,12.115556
1236p151,123.651989,15.144444
1237m182,123.700755,-18.173333
1237m485,123.749991,-48.462222
1237p181,123.700755,18.173333
1237p484,123.749991,48.462222
1238m228,123.801539,-22.716667
1238m243,123.853194,-24.231111
1238m394,123.871553,-39.375556
1238m591,123.840177,-59.063333
1238p227,123.801539,22.716667
1238p242,123.853194,24.231111
1238p393,123.871553,39.375556
1238p590,123.840177,59.063333
1239m515,123.974863,-51.491111
1239p514,123.974863,51.491111
1240m016,124.03408,-1.514444
